Repository,Author,Closed,ClosedAt, CreatedAt, LastEditedAt, State, Title, UpdatedAt
OpenShift4-RollOut,jefkel,true,2020-09-17T21:50:34Z,2020-05-13T21:32:50Z,2020-05-19T22:14:05Z,CLOSED,"Name/Label clusters consistently",2020-09-17T21:50:35Z
OpenShift4-RollOut,tosazuwa,false,,2020-05-14T17:43:29Z,,OPEN,"OCP 4 Assumptions",2020-05-14T17:43:29Z
OpenShift4-RollOut,tosazuwa,true,2021-02-18T21:52:06Z,2020-05-14T17:46:17Z,2020-05-19T21:35:29Z,CLOSED,"Early Adopters -Application Migration",2021-02-18T21:52:06Z
OpenShift4-RollOut,tosazuwa,true,2021-04-07T22:42:59Z,2019-10-08T21:01:44Z,2020-10-29T17:57:32Z,CLOSED,"Integration of logging w/ OCIO SIEM",2021-04-07T22:43:00Z
OpenShift4-RollOut,StevenBarre,true,2020-08-26T22:31:41Z,2020-05-19T21:57:45Z,2020-08-26T22:31:24Z,CLOSED,"Set Up Silver Cluster Hardware",2020-08-26T22:31:41Z
OpenShift4-RollOut,StevenBarre,true,2020-06-30T18:40:33Z,2020-05-19T22:01:34Z,2020-05-27T22:02:57Z,CLOSED,"Energize racks for Silver cluster",2020-06-30T18:40:33Z
OpenShift4-RollOut,StevenBarre,true,2020-10-29T16:39:09Z,2020-05-19T22:22:22Z,2020-10-27T18:09:23Z,CLOSED,"Document OCP4 Upgrade proceedure",2020-10-29T17:43:00Z
OpenShift4-RollOut,StevenBarre,true,2020-06-17T23:03:34Z,2020-05-19T22:22:38Z,2020-07-08T19:40:35Z,CLOSED,"Document procedure to add additional nodes to an existing cluster",2020-07-08T19:40:35Z
OpenShift4-RollOut,StevenBarre,true,2020-10-29T16:39:21Z,2020-05-19T22:22:54Z,2020-10-27T18:11:06Z,CLOSED,"Document troubleshooting OCP4",2020-10-29T16:39:21Z
OpenShift4-RollOut,StevenBarre,true,2020-10-29T16:39:35Z,2020-05-19T22:24:30Z,2020-10-27T18:11:56Z,CLOSED,"Document monitoring tools",2020-10-29T16:39:35Z
OpenShift4-RollOut,StevenBarre,true,2020-10-29T16:39:59Z,2020-05-19T22:25:18Z,,CLOSED,"OCP 4 Operational Documentation",2020-11-09T18:20:26Z
OpenShift4-RollOut,StevenBarre,true,2020-12-11T00:11:19Z,2020-05-19T22:26:48Z,2020-11-25T23:20:40Z,CLOSED,"Create ETCD Backup / Restore tools",2020-12-11T00:11:19Z
OpenShift4-RollOut,StevenBarre,true,2021-02-09T00:33:56Z,2020-05-19T22:27:17Z,2021-02-08T23:54:22Z,CLOSED,"Create pruning tools",2021-02-09T00:33:56Z
OpenShift4-RollOut,StevenBarre,true,2020-10-29T16:26:49Z,2020-05-19T22:32:39Z,2020-10-29T16:25:07Z,CLOSED,"Create tool to get list of evicted pods on a host failure",2020-10-29T16:26:59Z
OpenShift4-RollOut,StevenBarre,false,,2020-05-19T22:32:51Z,,OPEN,"Develop procedure for host firmware patching",2020-05-19T22:32:51Z
OpenShift4-RollOut,StevenBarre,false,,2020-05-19T22:33:11Z,,OPEN,"Create HPE tools DaemonSet",2020-05-19T22:33:11Z
OpenShift4-RollOut,StevenBarre,true,2020-07-16T17:59:11Z,2020-05-19T22:33:22Z,2020-07-16T17:51:58Z,CLOSED,"Create EnCase DaemonSet",2020-07-16T17:59:12Z
OpenShift4-RollOut,StevenBarre,false,,2020-05-19T22:33:30Z,,OPEN,"Create ocp-monitor DaemonSet",2020-05-19T22:33:30Z
OpenShift4-RollOut,StevenBarre,false,,2020-05-19T22:36:46Z,2020-07-08T20:24:59Z,OPEN,"Develop Day 2 tasks",2021-03-25T21:13:00Z
OpenShift4-RollOut,StevenBarre,true,2020-07-16T18:00:47Z,2020-05-19T22:47:21Z,2020-07-16T18:00:37Z,CLOSED,"Create LLDP DaamonSet",2020-07-16T18:00:47Z
OpenShift4-RollOut,StevenBarre,false,,2020-05-19T22:47:54Z,,OPEN,"Create CronJob to enable DeDupe/Compression on NetApp volumes",2020-05-19T22:47:54Z
OpenShift4-RollOut,jefkel,false,,2020-05-20T18:18:22Z,,OPEN,"Default namespace NetworkPolicy",2021-03-25T21:38:55Z
OpenShift4-RollOut,jefkel,false,,2020-05-20T18:44:16Z,,OPEN,"Automate F5 Virtual Server to Service Mapping",2020-05-20T18:44:17Z
OpenShift4-RollOut,mitovskaol,true,2020-07-29T21:09:19Z,2020-05-20T20:36:59Z,2020-07-29T21:07:57Z,CLOSED,"SDN Compartment is Available- Klab",2020-07-29T21:09:19Z
OpenShift4-RollOut,mitovskaol,true,2020-08-27T05:46:40Z,2020-05-20T21:07:04Z,2020-07-29T16:35:51Z,CLOSED,"Create Automation for Project Provisioning in OCP 4",2020-08-27T05:46:41Z
OpenShift4-RollOut,mitovskaol,true,2020-11-30T21:06:37Z,2020-05-20T21:22:20Z,2020-10-22T17:58:35Z,CLOSED,"Determine Implementation design pattern for Artifactory in OCP 4 (SPIKE)",2020-11-30T21:11:26Z
OpenShift4-RollOut,NickCorcoran,false,,2020-04-29T17:09:50Z,2020-10-15T18:10:09Z,OPEN,"Penetration test for new cluster",2020-10-15T18:27:15Z
OpenShift4-RollOut,NickCorcoran,true,2020-07-29T20:31:14Z,2020-05-08T17:05:39Z,2020-07-08T18:15:42Z,CLOSED,"Pen test SoW creation",2020-07-29T20:31:14Z
OpenShift4-RollOut,jefkel,true,2020-07-08T21:04:20Z,2020-05-25T20:44:20Z,2020-07-08T21:03:53Z,CLOSED,"Move Azure Diagram to Documize",2020-07-08T21:04:20Z
OpenShift4-RollOut,jefkel,true,2020-07-17T18:07:52Z,2020-05-25T22:26:23Z,2020-07-17T18:07:14Z,CLOSED,"Separate OPS from Developer logs",2020-07-17T18:07:52Z
OpenShift4-RollOut,jefkel,true,2020-06-11T19:03:45Z,2020-05-26T21:38:17Z,,CLOSED,"Recommendation: Cluster IP Network re-use or unique?",2020-06-11T19:09:44Z
OpenShift4-RollOut,j-pye,true,2020-07-28T17:53:10Z,2020-05-27T19:51:08Z,2020-06-17T16:36:27Z,CLOSED,"Vault Automation Design for OCP 4",2020-07-28T17:53:10Z
OpenShift4-RollOut,NickCorcoran,true,2020-11-09T18:25:11Z,2020-03-31T20:01:13Z,,CLOSED,"OCP 4 STRA",2020-11-09T18:25:11Z
OpenShift4-RollOut,NickCorcoran,true,2020-07-08T17:39:34Z,2020-05-05T18:23:26Z,2020-07-09T06:26:55Z,CLOSED,"OCP 4 STRA - Details collection",2020-07-09T06:26:55Z
OpenShift4-RollOut,NickCorcoran,true,2020-07-29T20:31:22Z,2020-05-05T18:25:19Z,2020-07-08T23:00:56Z,CLOSED,"OCP 4 STRA - Threat Model",2020-07-29T20:31:22Z
OpenShift4-RollOut,NickCorcoran,true,2020-10-17T02:32:45Z,2020-05-05T18:26:35Z,2020-10-17T02:32:49Z,CLOSED,"OCP 4 STRA - NIST Controls",2020-10-17T02:32:49Z
OpenShift4-RollOut,NickCorcoran,true,2020-10-17T02:32:41Z,2020-05-05T18:27:25Z,2020-10-17T02:33:03Z,CLOSED,"OCP 4 STRA - Critical Systems Standard Assessment",2020-10-17T02:33:03Z
OpenShift4-RollOut,NickCorcoran,true,2020-10-17T02:32:37Z,2020-05-05T18:28:42Z,,CLOSED,"OCP 4 STRA - Recommendations",2020-10-17T02:32:38Z
OpenShift4-RollOut,NickCorcoran,true,2020-10-17T02:32:35Z,2020-05-05T18:29:23Z,,CLOSED,"OCP 4 STRA - Review",2020-10-17T02:32:35Z
OpenShift4-RollOut,NickCorcoran,true,2020-11-10T20:18:45Z,2020-05-05T18:29:54Z,,CLOSED,"OCP 4 STRA - Submission and Sign-off",2020-11-10T20:18:45Z
OpenShift4-RollOut,DanDeane,true,2020-05-29T18:22:15Z,2020-05-29T18:20:29Z,,CLOSED," Confirm availability/timeline of Backup & Storage Teams to configure NetBackup & Netapp Config",2020-05-29T18:22:15Z
OpenShift4-RollOut,j-pye,true,2020-10-08T17:00:17Z,2020-06-04T15:59:06Z,2020-10-08T17:00:11Z,CLOSED,"Aporeto: Configure / Verify Host Protection Policies",2020-10-08T17:00:17Z
OpenShift4-RollOut,j-pye,true,2020-09-25T04:46:47Z,2020-06-04T16:01:03Z,2020-09-25T04:29:16Z,CLOSED,"Aporeto: Validate OCP Upgrade",2020-09-25T04:46:47Z
OpenShift4-RollOut,j-pye,true,2020-09-09T21:25:23Z,2020-06-04T16:08:26Z,2020-06-15T23:46:44Z,CLOSED,"Aporeto: Verify Network Policies Meet SDN Requirements",2020-09-09T21:25:23Z
OpenShift4-RollOut,j-pye,true,2021-03-25T21:34:41Z,2020-06-04T16:09:22Z,2020-09-30T19:18:52Z,CLOSED,"Aporeto on OCP4",2021-03-25T21:34:41Z
OpenShift4-RollOut,mitovskaol,true,2021-02-18T21:49:16Z,2020-06-08T16:45:26Z,2020-06-09T18:25:12Z,CLOSED,"Research and Document Migrationo Standalone Aporeto to Prisma Cloud Compute",2021-02-18T21:49:16Z
OpenShift4-RollOut,jefkel,true,2020-08-12T23:08:44Z,2020-06-08T17:11:02Z,,CLOSED,"Update Cluster Hardware documentation",2020-08-12T23:08:44Z
OpenShift4-RollOut,mitovskaol,true,2020-09-09T21:00:03Z,2020-06-08T20:16:14Z,2021-03-31T00:04:00Z,CLOSED,"Design new CPU/RAM Resource Allocation Quotas for Silver and Gold Cluster",2021-03-31T13:45:44Z
OpenShift4-RollOut,jefkel,true,2020-07-16T18:56:49Z,2020-06-11T19:18:33Z,2020-07-16T18:56:33Z,CLOSED,"Request second set of Internal Cluster IP Ranges",2020-07-16T18:56:49Z
OpenShift4-RollOut,j-pye,true,2020-06-16T15:13:20Z,2020-06-15T22:24:19Z,,CLOSED,"Hashicorp Vault Points of Contact",2020-06-16T15:13:21Z
OpenShift4-RollOut,j-pye,true,2020-06-25T16:02:09Z,2020-06-17T16:34:24Z,,CLOSED,"Gather Resource Requirements for ALL Tools",2020-06-25T16:02:09Z
OpenShift4-RollOut,j-pye,true,2020-06-25T16:01:46Z,2020-06-17T16:47:03Z,2020-06-17T16:53:42Z,CLOSED,"Aporeto: K8s NetworkPolicy Integration",2020-06-25T16:01:47Z
OpenShift4-RollOut,stewartshea,true,2020-06-17T21:32:42Z,2020-06-17T20:23:15Z,2020-06-17T21:32:33Z,CLOSED,"ARO DNS Decision for Canadian Deployment",2020-06-17T21:32:43Z
OpenShift4-RollOut,j-pye,true,2021-01-28T17:56:47Z,2020-06-17T21:00:25Z,2020-12-07T18:21:27Z,CLOSED,"Discuss Alternatives for Handling Aporeto Failure",2021-01-28T17:56:47Z
OpenShift4-RollOut,StevenBarre,true,2020-11-02T23:10:54Z,2020-06-17T22:16:24Z,2020-06-24T19:22:12Z,CLOSED,"Configure maxUnavailable for worker MCP",2020-12-07T23:33:16Z
OpenShift4-RollOut,StevenBarre,true,2020-06-26T23:25:25Z,2020-06-17T22:47:06Z,,CLOSED,"Automate Event Router deployment",2020-06-26T23:25:25Z
OpenShift4-RollOut,StevenBarre,true,2020-07-24T23:08:47Z,2020-06-18T17:59:02Z,2020-07-24T23:08:33Z,CLOSED,"Decomission KPROD/Pacific Cluster",2020-07-24T23:08:48Z
OpenShift4-RollOut,StevenBarre,true,2020-06-26T23:24:16Z,2020-06-18T18:33:58Z,,CLOSED,"Automate Cluster Metering installation",2020-06-26T23:24:16Z
OpenShift4-RollOut,StevenBarre,true,2020-06-26T23:25:21Z,2020-06-18T22:26:16Z,2020-06-19T17:41:44Z,CLOSED,"Automate Cluster Monitoring setup",2020-06-26T23:25:21Z
OpenShift4-RollOut,StevenBarre,true,2020-06-26T23:25:49Z,2020-06-23T18:51:02Z,,CLOSED,"Configure default scheduler",2020-06-26T23:25:49Z
OpenShift4-RollOut,jefkel,false,,2020-06-23T19:47:31Z,2020-08-06T21:58:05Z,OPEN,"Migrate Developer SSO to OCP4",2020-09-30T20:12:46Z
OpenShift4-RollOut,jefkel,false,,2020-06-25T18:34:41Z,2020-06-25T20:07:41Z,OPEN,"CCM Integrations for DevSecOps Tools",2020-08-27T18:17:34Z
OpenShift4-RollOut,StevenBarre,true,2020-07-22T18:20:19Z,2020-06-26T20:14:58Z,,CLOSED,"OCP 4.4 fails to bootstrap (SPIKE)",2020-07-22T18:20:19Z
OpenShift4-RollOut,tosazuwa,true,2020-12-02T22:24:40Z,2020-07-02T20:42:00Z,,CLOSED,"Aporeto Enforcer in Network",2020-12-02T22:24:40Z
OpenShift4-RollOut,StevenBarre,true,2020-09-11T17:17:53Z,2020-07-02T21:45:45Z,2020-09-11T17:17:47Z,CLOSED,"Automate setup of Nagios agentless monitoring of hosts",2020-09-11T17:17:53Z
OpenShift4-RollOut,StevenBarre,false,,2020-07-02T22:00:24Z,,OPEN,"Automate out of band management",2020-07-02T22:00:24Z
OpenShift4-RollOut,j-pye,false,,2020-07-08T15:44:22Z,2020-09-09T12:42:35Z,OPEN,"Vault MVP on OCP4",2020-11-13T22:08:05Z
OpenShift4-RollOut,jefkel,true,2020-07-23T17:48:27Z,2020-07-08T17:13:20Z,,CLOSED,"Deploy Artifactory and Artifactory Operator to clab",2020-07-23T17:48:48Z
OpenShift4-RollOut,NickCorcoran,false,,2020-07-08T18:15:16Z,,OPEN,"Network Policy updates",2020-07-08T21:56:35Z
OpenShift4-RollOut,j-pye,true,2020-08-27T17:03:30Z,2020-07-08T19:20:58Z,2020-08-25T18:04:21Z,CLOSED,"DNS Names and SSL Certs for Vault",2020-08-27T17:03:31Z
OpenShift4-RollOut,j-pye,true,2020-08-27T17:11:25Z,2020-07-08T19:21:38Z,,CLOSED,"Track Request for Vault Service DNS/SSL Certs",2020-08-27T17:11:25Z
OpenShift4-RollOut,tosazuwa,false,,2020-07-08T20:03:42Z,2020-07-08T20:08:20Z,OPEN,"Project Provisioning",2020-07-10T22:36:43Z
OpenShift4-RollOut,stewartshea,false,,2020-07-08T20:47:54Z,,OPEN,"Integrate ARO Platform-services cluster with config management",2021-04-07T17:47:01Z
OpenShift4-RollOut,NickCorcoran,true,2020-10-17T02:32:35Z,2020-07-08T22:14:40Z,2020-10-17T02:32:58Z,CLOSED,"OCP 4 STRA - DefSec Controls",2020-10-17T02:32:58Z
OpenShift4-RollOut,manderson-it,true,2020-09-29T16:18:55Z,2020-07-08T22:59:51Z,2020-09-29T16:11:22Z,CLOSED,"Design Structure within Vault",2020-09-29T16:52:43Z
OpenShift4-RollOut,jefkel,true,2020-07-29T22:35:32Z,2020-07-09T16:45:49Z,2020-07-29T21:13:20Z,CLOSED,"(SPIKE) investigate Postgres Operator for Patroni",2020-07-29T22:35:33Z
OpenShift4-RollOut,jefkel,true,2020-10-26T23:17:04Z,2020-07-09T17:16:05Z,2020-07-09T17:20:43Z,CLOSED,"Plat-Image Jenkins",2020-10-26T23:17:04Z
OpenShift4-RollOut,jefkel,true,2020-11-12T18:43:05Z,2020-07-09T17:16:21Z,2020-07-09T17:21:14Z,CLOSED,"Plat-Image patroni",2020-11-17T21:30:37Z
OpenShift4-RollOut,jefkel,false,,2020-07-09T17:16:47Z,2020-07-09T17:22:03Z,OPEN,"Plat-image caddy",2021-03-25T21:22:39Z
OpenShift4-RollOut,jefkel,true,2020-11-12T18:54:44Z,2020-07-09T17:17:25Z,2020-07-09T17:26:43Z,CLOSED,"Plat-image openshift image scheduled updates",2020-11-12T18:54:45Z
OpenShift4-RollOut,jefkel,true,2020-11-10T20:58:58Z,2020-07-09T17:17:29Z,2020-09-14T20:53:33Z,CLOSED,"SG - OCP 4 Platform - Shared Image Management",2020-11-10T20:58:59Z
OpenShift4-RollOut,StevenBarre,true,2020-07-21T16:58:29Z,2020-07-10T19:16:31Z,,CLOSED,"CLAB Networking issues | SPIKE",2020-07-21T16:58:30Z
OpenShift4-RollOut,jefkel,false,,2020-07-10T22:52:03Z,2020-07-23T17:47:43Z,OPEN,"Deploy Artifactory to clab",2020-08-24T23:55:43Z
OpenShift4-RollOut,jefkel,true,2020-11-30T21:03:43Z,2020-07-10T22:52:28Z,2020-11-30T18:37:38Z,CLOSED,"Artifactory Service Deployment",2020-11-30T21:09:53Z
OpenShift4-RollOut,jefkel,true,2020-10-16T19:21:13Z,2020-07-10T22:57:34Z,2020-10-16T19:21:12Z,CLOSED,"Deploy Artifactory to Silver Cluster",2020-10-16T19:21:14Z
OpenShift4-RollOut,jefkel,true,2020-09-08T22:10:58Z,2020-07-10T23:00:20Z,2020-09-08T22:10:26Z,CLOSED,"Deploy Artifactory to klab",2020-09-08T22:10:59Z
OpenShift4-RollOut,StevenBarre,true,2020-10-20T05:02:14Z,2020-07-16T17:03:50Z,2020-10-20T05:02:09Z,CLOSED,"F5 Virtual Edition License",2020-10-20T05:02:15Z
OpenShift4-RollOut,StevenBarre,false,,2020-07-16T17:58:49Z,,OPEN,"Create pipeline for EnCase Agent",2021-03-25T21:13:00Z
OpenShift4-RollOut,StevenBarre,false,,2020-07-16T18:00:29Z,,OPEN,"Create pipeline for LLDPAD Agent",2021-03-25T21:13:00Z
OpenShift4-RollOut,StevenBarre,true,2020-09-29T16:55:06Z,2020-07-16T20:56:01Z,2020-09-29T16:52:35Z,CLOSED,"Enable Scheduled Image Updates",2020-09-29T16:55:07Z
OpenShift4-RollOut,mitovskaol,false,,2020-07-20T18:40:43Z,2020-10-26T16:36:09Z,OPEN,"Identify key performance metrics - SPIKE",2020-10-26T16:36:09Z
OpenShift4-RollOut,StevenBarre,true,2020-09-28T16:48:01Z,2020-07-20T22:10:36Z,2020-09-25T22:41:32Z,CLOSED,"INC0038813 Trident creating corrupted volumes",2020-09-28T16:48:01Z
OpenShift4-RollOut,manderson-it,true,2020-08-06T15:16:29Z,2020-07-24T20:30:43Z,,CLOSED,"Add Vault license with Ansible module",2020-08-06T15:16:58Z
OpenShift4-RollOut,jefkel,true,2020-09-29T15:49:44Z,2020-07-27T17:55:17Z,2020-09-29T15:33:45Z,CLOSED,"Aporeto installation on KLAB",2020-09-29T15:49:44Z
OpenShift4-RollOut,jefkel,true,2021-03-25T21:34:07Z,2020-07-27T17:58:10Z,,CLOSED,"Aporeto installation on SILVER",2021-03-25T21:34:07Z
OpenShift4-RollOut,jefkel,true,2021-02-12T23:35:29Z,2020-07-27T18:00:36Z,2021-02-12T23:35:09Z,CLOSED,"Installation of Aporeto on CLAB",2021-02-12T23:35:29Z
OpenShift4-RollOut,StevenBarre,true,2020-08-26T22:32:43Z,2020-07-28T19:00:07Z,2020-07-30T17:36:39Z,CLOSED,"Configure max overlay size",2020-08-26T22:32:44Z
OpenShift4-RollOut,jefkel,true,2020-10-08T18:11:22Z,2020-07-29T18:07:01Z,,CLOSED,"Deploy lab Vault service",2020-10-08T18:11:22Z
OpenShift4-RollOut,jefkel,false,,2020-08-01T20:59:17Z,,OPEN,"Create StorageMigration tool (migrate between clusters)",2020-12-17T17:23:56Z
OpenShift4-RollOut,jefkel,true,2021-04-07T18:01:48Z,2020-08-05T16:35:35Z,2020-09-28T21:15:00Z,CLOSED,"Rename routes for default cluster services",2021-04-07T18:01:48Z
OpenShift4-RollOut,jefkel,true,2020-08-06T22:17:39Z,2020-08-05T22:37:27Z,,CLOSED,"Deploy SSO to Silver Cluster for Pen Testing",2020-08-06T22:17:40Z
OpenShift4-RollOut,jefkel,true,2020-08-06T22:18:56Z,2020-08-05T22:42:12Z,,CLOSED,"Deploy Rocket.Chat to Silver Cluster for Penetration Testing",2020-08-06T22:18:57Z
OpenShift4-RollOut,jefkel,true,2021-02-18T21:50:44Z,2020-08-06T00:41:32Z,,CLOSED,"Create Migration related documentation hub",2021-02-18T21:50:44Z
OpenShift4-RollOut,lukegonis,false,,2020-08-06T20:34:58Z,2020-08-06T20:48:50Z,OPEN,"Explore automation options for managing capacity of the Docker image registry",2020-08-06T20:48:50Z
OpenShift4-RollOut,StevenBarre,true,2020-09-28T21:32:02Z,2020-08-07T22:26:14Z,2020-09-28T21:31:54Z,CLOSED,"Upgrade Trident to v20.07",2020-09-28T21:32:02Z
OpenShift4-RollOut,mitovskaol,true,2020-09-14T23:13:26Z,2020-08-10T22:44:18Z,,CLOSED,"Enable ETCD Encryption in OCP 4",2020-09-14T23:13:26Z
OpenShift4-RollOut,mitovskaol,false,,2020-08-10T23:27:35Z,2020-08-24T15:53:15Z,OPEN,"Develop Common Pipeline Component Strategy",2021-01-26T00:50:14Z
OpenShift4-RollOut,stewartshea,true,2020-10-02T17:59:37Z,2020-08-12T20:46:42Z,2020-08-12T20:49:04Z,CLOSED,"Move Backup Storageclass  Readme from #155 into DevHub",2020-10-02T17:59:37Z
OpenShift4-RollOut,manderson-it,false,,2020-08-17T15:15:31Z,,OPEN,"Vault Disaster Replication Traffic Flow",2021-04-07T17:51:50Z
OpenShift4-RollOut,tosazuwa,true,2020-09-09T21:23:41Z,2020-08-19T16:58:06Z,2020-09-09T21:23:14Z,CLOSED,"OCP 4 iStore orders (pending)",2020-09-09T21:23:41Z
OpenShift4-RollOut,j-pye,false,,2020-08-19T20:11:35Z,2020-11-10T21:29:08Z,OPEN,"SG - OCP 4- Cluster Configuration Management MVP",2020-11-16T23:24:18Z
OpenShift4-RollOut,StevenBarre,false,,2020-08-19T20:21:57Z,2020-08-19T21:10:49Z,OPEN,"Identify parts of Cluster Config Ansible to migrate to CCM SPIKE",2021-03-25T21:13:04Z
OpenShift4-RollOut,tosazuwa,true,2020-10-01T20:14:15Z,2020-08-19T21:28:08Z,,CLOSED,"Launch early adopter application",2020-10-01T20:14:16Z
OpenShift4-RollOut,manderson-it,true,2020-10-08T19:17:58Z,2020-08-19T21:34:52Z,,CLOSED,"Auto Unseal with Azure Key Vault",2020-10-08T19:17:58Z
OpenShift4-RollOut,manderson-it,true,2021-02-08T19:38:01Z,2020-08-19T21:42:50Z,,CLOSED,"Sending Vault Telemetry to central system",2021-02-08T19:38:02Z
OpenShift4-RollOut,manderson-it,true,2021-02-08T19:36:56Z,2020-08-19T21:47:11Z,2020-09-09T17:43:14Z,CLOSED,"Vault Backup solution",2021-02-08T19:36:56Z
OpenShift4-RollOut,manderson-it,false,,2020-08-19T21:58:31Z,2020-09-09T12:47:37Z,OPEN,"Provisioning method for Vault consumers",2021-04-15T21:37:47Z
OpenShift4-RollOut,stewartshea,true,2020-08-20T14:01:02Z,2020-08-20T13:59:05Z,2020-08-20T14:00:50Z,CLOSED," ARO Pathfinder Cluster Built",2020-08-20T14:01:03Z
OpenShift4-RollOut,stewartshea,true,2021-04-07T17:37:51Z,2020-08-20T13:59:14Z,2020-08-20T14:02:14Z,CLOSED," ARO Pathfinder Onboarded into Argo config management",2021-04-07T17:37:51Z
OpenShift4-RollOut,stewartshea,true,2020-08-28T19:25:19Z,2020-08-20T13:59:20Z,2020-08-20T14:03:02Z,CLOSED,"ARO Pathfinder Storage Classes Created",2020-08-28T19:25:19Z
OpenShift4-RollOut,stewartshea,true,2020-08-28T19:25:30Z,2020-08-20T13:59:26Z,2020-08-20T14:03:45Z,CLOSED," ARO Pathfinder SSO Integration Completed",2020-08-28T19:25:30Z
OpenShift4-RollOut,stewartshea,true,2020-08-28T19:25:27Z,2020-08-20T13:59:31Z,2020-08-20T14:04:22Z,CLOSED,"ARO Pathfinder Project Provisioning for auth users disabled",2020-08-28T19:25:27Z
OpenShift4-RollOut,stewartshea,true,2020-08-28T19:25:33Z,2020-08-20T13:59:37Z,2020-08-20T14:05:54Z,CLOSED," ARO Pathfinder SSL Certificates Installed ",2020-08-28T19:25:33Z
OpenShift4-RollOut,stewartshea,true,2020-09-17T17:51:51Z,2020-08-20T13:59:42Z,2020-08-20T14:06:57Z,CLOSED,"ARO Pathfinder JAG Namespaces Created",2020-09-17T17:51:51Z
OpenShift4-RollOut,stewartshea,true,2020-08-28T19:25:38Z,2020-08-20T14:00:02Z,2020-08-20T14:07:42Z,CLOSED,"ARO Pathfinder basic orientation for JAG",2020-08-28T19:25:38Z
OpenShift4-RollOut,stewartshea,false,,2020-08-20T14:00:05Z,2020-08-20T14:11:47Z,OPEN,"ARO Pathfinder Build",2020-08-20T14:11:47Z
OpenShift4-RollOut,j-pye,true,2020-10-29T16:28:19Z,2020-08-20T16:28:29Z,2020-10-29T16:27:51Z,CLOSED," Implement Base CCM Workflow for KLAB",2020-10-29T16:28:19Z
OpenShift4-RollOut,j-pye,true,2020-10-29T16:42:50Z,2020-08-20T16:30:46Z,2020-10-29T16:42:23Z,CLOSED,"Implement Base CCM Workflow for Silver",2020-10-29T16:42:51Z
OpenShift4-RollOut,StevenBarre,true,2020-09-28T22:13:17Z,2020-08-20T18:12:20Z,2020-09-23T20:34:42Z,CLOSED,"Determine if NetApp NFS will work for Image Registry",2020-09-28T22:13:17Z
OpenShift4-RollOut,j-pye,true,2020-09-23T23:39:54Z,2020-08-22T23:16:24Z,2020-09-09T17:45:57Z,CLOSED,"Aporeto - Intermittent Build Issue (SPIKE)",2020-09-23T23:39:54Z
OpenShift4-RollOut,j-pye,true,2020-10-08T18:04:00Z,2020-08-23T02:55:56Z,2020-10-08T18:03:26Z,CLOSED,"Use GitHub Actions for CCM Generation Workflow",2020-10-08T18:04:00Z
OpenShift4-RollOut,caggles,true,2020-08-24T19:34:42Z,2020-08-24T19:31:34Z,,CLOSED,"Test Artifactory 7 deployment in 3.11",2020-08-24T19:34:42Z
OpenShift4-RollOut,caggles,true,2020-09-25T21:05:44Z,2020-08-24T19:33:32Z,2020-08-25T21:09:52Z,CLOSED,"Upgrade Artifactory Operator base image",2020-09-25T21:05:44Z
OpenShift4-RollOut,caggles,true,2020-10-16T19:22:07Z,2020-08-24T19:36:38Z,2020-10-08T21:44:13Z,CLOSED,"Build Developer Documentation for Artifactory",2020-10-16T19:22:07Z
OpenShift4-RollOut,caggles,true,2020-09-25T21:06:11Z,2020-08-24T19:38:05Z,,CLOSED,"Operational Documentation for Artifactory",2020-09-25T21:06:11Z
OpenShift4-RollOut,caggles,true,2020-10-08T21:40:01Z,2020-08-25T21:08:49Z,2020-10-08T21:39:56Z,CLOSED,"Develop Plan to integrate Artifactory and Project Provisioner",2020-10-08T21:40:02Z
OpenShift4-RollOut,tosazuwa,true,2020-09-24T17:19:44Z,2020-08-26T18:26:18Z,2020-09-23T23:24:35Z,CLOSED,"Klab Resource Allocation",2020-09-24T17:19:44Z
OpenShift4-RollOut,mitovskaol,true,2021-01-05T17:03:52Z,2020-08-26T19:47:34Z,2020-12-08T00:54:57Z,CLOSED,"Design a process for project quota increase in OCP 4",2021-01-05T17:03:52Z
OpenShift4-RollOut,j-pye,true,2020-10-22T16:17:35Z,2020-08-27T16:32:40Z,2020-09-30T18:34:25Z,CLOSED,"Implement Quotas into Project Provisioning Workflow",2020-10-22T16:17:35Z
OpenShift4-RollOut,NickCorcoran,true,2020-10-08T17:51:03Z,2020-08-27T17:52:09Z,,CLOSED,"Penetration test - Schedule and testing",2020-10-08T17:51:04Z
OpenShift4-RollOut,StevenBarre,false,,2020-08-27T18:09:31Z,2020-10-07T21:26:27Z,OPEN,"Configure Cluster Monitoring Operator",2021-03-25T21:13:01Z
OpenShift4-RollOut,jefkel,true,2020-12-07T20:00:26Z,2020-08-27T18:27:54Z,2020-12-04T19:45:10Z,CLOSED,"Sysdig operational implementation",2020-12-07T20:00:26Z
OpenShift4-RollOut,NickCorcoran,true,2020-12-02T18:44:34Z,2020-08-27T18:28:38Z,2020-12-02T18:44:01Z,CLOSED,"Document Vault Secret Management Service Definition - DevHub",2020-12-02T18:44:34Z
OpenShift4-RollOut,manderson-it,false,,2020-08-27T19:02:59Z,2020-11-16T23:11:36Z,OPEN,"Document the onboarding process for teams/applications incl integration design patterns in DevHub (place in the Vault repo)",2020-11-16T23:11:36Z
